PeriodoNum;Municipio;CantidadPacientes
202101;05001 - Medellín;249
202102;05001 - Medellín;423
202103;05001 - Medellín;421
202104;05001 - Medellín;403
202105;05001 - Medellín;480
202106;05001 - Medellín;438
202107;05001 - Medellín;473
202108;05001 - Medellín;525
202109;05001 - Medellín;521
202110;05001 - Medellín;418
202111;05001 - Medellín;425
202112;05001 - Medellín;457
202102;05002 - Abejorral;1
202108;05002 - Abejorral;1
202102;05030 - Amagá;3
202103;05030 - Amagá;1
202105;05030 - Amagá;1
202106;05030 - Amagá;1
202108;05030 - Amagá;1
202109;05030 - Amagá;3
202110;05030 - Amagá;6
202111;05030 - Amagá;1
202112;05030 - Amagá;1
202101;05031 - Amalfi;2
202103;05031 - Amalfi;1
202106;05031 - Amalfi;1
202106;05034 - Andes;1
202107;05034 - Andes;1
202109;05034 - Andes;1
202111;05034 - Andes;1
202112;05036 - Angelópolis;1
202102;05038 - Angostura;1
202104;05038 - Angostura;1
202106;05038 - Angostura;1
202107;05038 - Angostura;2
202108;05038 - Angostura;1
202109;05038 - Angostura;1
202102;05040 - Anorí;1
202104;05040 - Anorí;1
202107;05040 - Anorí;1
202108;05040 - Anorí;1
202109;05040 - Anorí;2
202110;05040 - Anorí;1
202112;05040 - Anorí;1
202102;05042 - Santafé De Antioquia;2
202103;05042 - Santafé De Antioquia;1
202105;05042 - Santafé De Antioquia;2
202106;05042 - Santafé De Antioquia;1
202107;05042 - Santafé De Antioquia;4
202108;05042 - Santafé De Antioquia;4
202109;05042 - Santafé De Antioquia;2
202110;05042 - Santafé De Antioquia;3
202111;05042 - Santafé De Antioquia;3
202112;05042 - Santafé De Antioquia;2
202101;05045 - Apartadó;5
202102;05045 - Apartadó;8
202103;05045 - Apartadó;13
202104;05045 - Apartadó;9
202105;05045 - Apartadó;11
202106;05045 - Apartadó;13
202107;05045 - Apartadó;17
202108;05045 - Apartadó;8
202109;05045 - Apartadó;11
202110;05045 - Apartadó;13
202111;05045 - Apartadó;14
202112;05045 - Apartadó;18
202105;05051 - Arboletes;1
202108;05051 - Arboletes;1
202102;05059 - Armenia;1
202111;05059 - Armenia;1
202102;05079 - Barbosa;1
202111;05079 - Barbosa;1
202101;05088 - Bello;25
202102;05088 - Bello;42
202103;05088 - Bello;70
202104;05088 - Bello;64
202105;05088 - Bello;50
202106;05088 - Bello;55
202107;05088 - Bello;60
202108;05088 - Bello;46
202109;05088 - Bello;40
202110;05088 - Bello;36
202111;05088 - Bello;34
202112;05088 - Bello;31
202102;05101 - Ciudad Bolívar;2
202103;05101 - Ciudad Bolívar;3
202105;05101 - Ciudad Bolívar;2
202106;05101 - Ciudad Bolívar;4
202107;05101 - Ciudad Bolívar;1
202108;05101 - Ciudad Bolívar;1
202110;05101 - Ciudad Bolívar;1
202111;05101 - Ciudad Bolívar;4
202112;05101 - Ciudad Bolívar;1
202103;05107 - Briceño;1
202108;05107 - Briceño;1
202109;05107 - Briceño;1
202111;05107 - Briceño;1
202112;05107 - Briceño;2
202108;05125 - Caicedo;1
202101;05129 - Caldas;3
202102;05129 - Caldas;4
202103;05129 - Caldas;6
202104;05129 - Caldas;5
202105;05129 - Caldas;5
202106;05129 - Caldas;6
202107;05129 - Caldas;5
202108;05129 - Caldas;2
202109;05129 - Caldas;4
202110;05129 - Caldas;2
202111;05129 - Caldas;5
202112;05129 - Caldas;6
202109;05134 - Campamento;1
202101;05138 - Cañasgordas;1
202106;05142 - Caracolí;1
202102;05147 - Carepa;1
202103;05147 - Carepa;1
202108;05147 - Carepa;1
202110;05147 - Carepa;1
202112;05147 - Carepa;1
202103;05148 - El Carmen De Viboral;3
202106;05148 - El Carmen De Viboral;3
202108;05148 - El Carmen De Viboral;2
202109;05148 - El Carmen De Viboral;5
202112;05148 - El Carmen De Viboral;4
202101;05154 - Caucasia;3
202103;05154 - Caucasia;2
202104;05154 - Caucasia;2
202105;05154 - Caucasia;1
202106;05154 - Caucasia;2
202108;05154 - Caucasia;3
202109;05154 - Caucasia;3
202111;05154 - Caucasia;1
202112;05154 - Caucasia;1
202102;05172 - Chigorodó;3
202103;05172 - Chigorodó;2
202104;05172 - Chigorodó;1
202108;05172 - Chigorodó;1
202111;05172 - Chigorodó;1
202110;05190 - Cisneros;1
202102;05212 - Copacabana;3
202104;05212 - Copacabana;3
202105;05212 - Copacabana;3
202106;05212 - Copacabana;1
202107;05212 - Copacabana;1
202109;05212 - Copacabana;2
202111;05212 - Copacabana;1
202112;05212 - Copacabana;3
202103;05234 - Dabeiba;1
202105;05234 - Dabeiba;1
202108;05234 - Dabeiba;1
202109;05234 - Dabeiba;1
202111;05234 - Dabeiba;1
202104;05237 - Don Matías;1
202106;05237 - Don Matías;1
202108;05237 - Don Matías;1
202109;05237 - Don Matías;2
202110;05237 - Don Matías;1
202105;05240 - Ebéjico;1
202107;05250 - El Bagre;1
202109;05250 - El Bagre;1
202111;05250 - El Bagre;1
202101;05266 - Envigado;6
202102;05266 - Envigado;16
202103;05266 - Envigado;13
202104;05266 - Envigado;17
202105;05266 - Envigado;12
202106;05266 - Envigado;15
202107;05266 - Envigado;13
202108;05266 - Envigado;15
202109;05266 - Envigado;17
202110;05266 - Envigado;15
202111;05266 - Envigado;16
202112;05266 - Envigado;8
202102;05308 - Girardota;3
202103;05308 - Girardota;1
202105;05308 - Girardota;2
202106;05308 - Girardota;2
202107;05308 - Girardota;1
202108;05308 - Girardota;2
202110;05308 - Girardota;3
202111;05308 - Girardota;3
202112;05308 - Girardota;4
202102;05318 - Guarne;1
202103;05318 - Guarne;1
202105;05318 - Guarne;1
202106;05318 - Guarne;1
202107;05318 - Guarne;2
202108;05318 - Guarne;2
202110;05318 - Guarne;1
202111;05318 - Guarne;1
202112;05318 - Guarne;1
202105;05321 - Guatape;1
202102;05353 - Hispania;2
202107;05353 - Hispania;1
202109;05353 - Hispania;2
202101;05360 - Itagui;6
202102;05360 - Itagui;20
202103;05360 - Itagui;20
202104;05360 - Itagui;22
202105;05360 - Itagui;21
202106;05360 - Itagui;26
202107;05360 - Itagui;25
202108;05360 - Itagui;16
202109;05360 - Itagui;26
202110;05360 - Itagui;22
202111;05360 - Itagui;13
202112;05360 - Itagui;11
202108;05364 - Jardín;1
202103;05368 - Jericó;2
202104;05368 - Jericó;1
202105;05368 - Jericó;1
202107;05368 - Jericó;2
202108;05368 - Jericó;1
202109;05368 - Jericó;1
202101;05376 - La Ceja;1
202102;05376 - La Ceja;3
202103;05376 - La Ceja;3
202104;05376 - La Ceja;4
202105;05376 - La Ceja;7
202106;05376 - La Ceja;1
202107;05376 - La Ceja;6
202108;05376 - La Ceja;4
202109;05376 - La Ceja;7
202110;05376 - La Ceja;3
202111;05376 - La Ceja;3
202112;05376 - La Ceja;6
202102;05380 - La Estrella;1
202103;05380 - La Estrella;2
202108;05380 - La Estrella;1
202109;05380 - La Estrella;1
202110;05380 - La Estrella;1
202111;05380 - La Estrella;2
202112;05380 - La Estrella;1
202107;05400 - La Unión;1
202102;05440 - Marinilla;2
202103;05440 - Marinilla;1
202106;05440 - Marinilla;1
202108;05440 - Marinilla;1
202112;05440 - Marinilla;1
202105;05467 - Montebello;2
202106;05467 - Montebello;1
202107;05467 - Montebello;1
202109;05467 - Montebello;1
202104;05480 - Mutatá;1
202107;05480 - Mutatá;1
202101;05490 - Necoclí;1
202102;05490 - Necoclí;2
202107;05490 - Necoclí;1
202111;05490 - Necoclí;1
202105;05495 - Nechí;1
202103;05541 - Peñol;1
202108;05543 - Peque;1
202110;05543 - Peque;1
202111;05543 - Peque;1
202101;05576 - Pueblorrico;2
202102;05576 - Pueblorrico;1
202106;05576 - Pueblorrico;1
202107;05576 - Pueblorrico;1
202105;05579 - Puerto Berrío;1
202106;05579 - Puerto Berrío;2
202108;05579 - Puerto Berrío;1
