PeriodoNum;Municipio;CantidadPacientes
201501;05001 - Medellín;309
201502;05001 - Medellín;204
201503;05001 - Medellín;292
201504;05001 - Medellín;276
201505;05001 - Medellín;272
201506;05001 - Medellín;289
201507;05001 - Medellín;319
201508;05001 - Medellín;198
201509;05001 - Medellín;174
201510;05001 - Medellín;169
201511;05001 - Medellín;199
201512;05001 - Medellín;151
201501;05002 - Abejorral;1
201502;05002 - Abejorral;1
201506;05030 - Amagá;1
201508;05030 - Amagá;1
201509;05030 - Amagá;1
201506;05031 - Amalfi;1
201501;05034 - Andes;1
201502;05034 - Andes;1
201511;05034 - Andes;1
201507;05038 - Angostura;1
201512;05038 - Angostura;1
201510;05040 - Anorí;1
201501;05042 - Santafé De Antioquia;3
201503;05042 - Santafé De Antioquia;1
201504;05042 - Santafé De Antioquia;1
201505;05042 - Santafé De Antioquia;1
201506;05042 - Santafé De Antioquia;4
201507;05042 - Santafé De Antioquia;1
201508;05042 - Santafé De Antioquia;1
201509;05042 - Santafé De Antioquia;1
201510;05042 - Santafé De Antioquia;1
201512;05042 - Santafé De Antioquia;1
201505;05044 - Anza;1
201506;05044 - Anza;1
201507;05044 - Anza;1
201501;05045 - Apartadó;15
201502;05045 - Apartadó;10
201503;05045 - Apartadó;10
201504;05045 - Apartadó;8
201505;05045 - Apartadó;11
201506;05045 - Apartadó;12
201507;05045 - Apartadó;10
201508;05045 - Apartadó;7
201509;05045 - Apartadó;9
201510;05045 - Apartadó;8
201511;05045 - Apartadó;7
201512;05045 - Apartadó;12
201504;05055 - Argelia;2
201505;05055 - Argelia;1
201506;05055 - Argelia;1
201502;05059 - Armenia;1
201506;05059 - Armenia;1
201510;05059 - Armenia;1
201511;05059 - Armenia;1
201512;05059 - Armenia;1
201505;05079 - Barbosa;1
201501;05088 - Bello;17
201502;05088 - Bello;17
201503;05088 - Bello;21
201504;05088 - Bello;38
201505;05088 - Bello;21
201506;05088 - Bello;16
201507;05088 - Bello;16
201508;05088 - Bello;10
201509;05088 - Bello;8
201510;05088 - Bello;13
201511;05088 - Bello;9
201512;05088 - Bello;11
201501;05091 - Betania;1
201502;05091 - Betania;1
201512;05091 - Betania;1
201503;05093 - Betulia;2
201507;05093 - Betulia;1
201501;05101 - Ciudad Bolívar;1
201503;05101 - Ciudad Bolívar;1
201507;05101 - Ciudad Bolívar;1
201511;05101 - Ciudad Bolívar;1
201501;05107 - Briceño;1
201512;05113 - Buriticá;1
201502;05120 - Cáceres;2
201506;05120 - Cáceres;1
201507;05120 - Cáceres;1
201501;05129 - Caldas;2
201502;05129 - Caldas;4
201503;05129 - Caldas;4
201504;05129 - Caldas;2
201505;05129 - Caldas;1
201506;05129 - Caldas;1
201507;05129 - Caldas;2
201508;05129 - Caldas;3
201510;05129 - Caldas;1
201511;05129 - Caldas;1
201501;05134 - Campamento;1
201501;05138 - Cañasgordas;1
201501;05147 - Carepa;1
201504;05147 - Carepa;2
201501;05148 - El Carmen De Viboral;1
201504;05148 - El Carmen De Viboral;1
201507;05148 - El Carmen De Viboral;1
201503;05150 - Carolina;2
201505;05150 - Carolina;1
201506;05150 - Carolina;1
201501;05154 - Caucasia;5
201502;05154 - Caucasia;4
201503;05154 - Caucasia;2
201504;05154 - Caucasia;4
201505;05154 - Caucasia;3
201506;05154 - Caucasia;2
201510;05154 - Caucasia;1
201511;05154 - Caucasia;2
201512;05154 - Caucasia;3
201503;05172 - Chigorodó;2
201506;05172 - Chigorodó;2
201508;05172 - Chigorodó;1
201504;05190 - Cisneros;2
201506;05190 - Cisneros;2
201505;05197 - Cocorná;1
201507;05209 - Concordia;1
201504;05212 - Copacabana;1
201506;05212 - Copacabana;1
201507;05212 - Copacabana;2
201511;05212 - Copacabana;2
201512;05212 - Copacabana;1
201506;05234 - Dabeiba;1
201503;05237 - Don Matías;1
201505;05237 - Don Matías;1
201506;05237 - Don Matías;1
201502;05240 - Ebéjico;1
201504;05250 - El Bagre;2
201507;05250 - El Bagre;1
201512;05250 - El Bagre;1
201503;05264 - Entrerrios;1
201501;05266 - Envigado;10
201502;05266 - Envigado;10
201503;05266 - Envigado;4
201504;05266 - Envigado;14
201505;05266 - Envigado;12
201506;05266 - Envigado;2
201507;05266 - Envigado;11
201508;05266 - Envigado;10
201509;05266 - Envigado;15
201510;05266 - Envigado;8
201511;05266 - Envigado;9
201512;05266 - Envigado;5
201501;05282 - Fredonia;1
201503;05282 - Fredonia;1
201504;05282 - Fredonia;1
201505;05282 - Fredonia;1
201506;05282 - Fredonia;1
201507;05282 - Fredonia;1
201501;05284 - Frontino;2
201503;05284 - Frontino;2
201504;05284 - Frontino;1
201506;05284 - Frontino;2
201509;05284 - Frontino;1
201501;05308 - Girardota;1
201502;05308 - Girardota;1
201504;05308 - Girardota;1
201506;05308 - Girardota;1
201507;05308 - Girardota;1
201508;05308 - Girardota;1
201509;05308 - Girardota;1
201510;05308 - Girardota;2
201511;05308 - Girardota;1
201501;05310 - Gómez Plata;1
201503;05310 - Gómez Plata;1
201504;05310 - Gómez Plata;1
201505;05310 - Gómez Plata;1
201509;05310 - Gómez Plata;1
201510;05310 - Gómez Plata;1
201512;05310 - Gómez Plata;1
201501;05313 - Granada;1
201506;05313 - Granada;1
201511;05353 - Hispania;1
201501;05360 - Itagui;7
201502;05360 - Itagui;3
201503;05360 - Itagui;12
201504;05360 - Itagui;13
201505;05360 - Itagui;13
201506;05360 - Itagui;8
201507;05360 - Itagui;6
201508;05360 - Itagui;7
201509;05360 - Itagui;3
201510;05360 - Itagui;2
201511;05360 - Itagui;7
201512;05360 - Itagui;8
201501;05361 - Ituango;1
201501;05368 - Jericó;2
201503;05368 - Jericó;2
201504;05368 - Jericó;3
201505;05368 - Jericó;1
201506;05368 - Jericó;3
201501;05376 - La Ceja;3
201502;05376 - La Ceja;2
201503;05376 - La Ceja;7
201504;05376 - La Ceja;3
201505;05376 - La Ceja;3
201506;05376 - La Ceja;5
201507;05376 - La Ceja;7
201508;05376 - La Ceja;4
201509;05376 - La Ceja;2
201511;05376 - La Ceja;2
201512;05376 - La Ceja;1
201506;05380 - La Estrella;1
201507;05380 - La Estrella;1
201503;05390 - La Pintada;1
201505;05390 - La Pintada;1
201503;05400 - La Unión;1
201504;05400 - La Unión;1
201501;05411 - Liborina;1
201502;05411 - Liborina;2
201505;05425 - Maceo;1
201502;05440 - Marinilla;1
201507;05440 - Marinilla;1
201508;05440 - Marinilla;1
201509;05440 - Marinilla;1
201510;05440 - Marinilla;1
201512;05440 - Marinilla;2
201504;05467 - Montebello;2
201505;05467 - Montebello;1
201506;05467 - Montebello;2
201507;05467 - Montebello;2
201508;05480 - Mutatá;1
201510;05480 - Mutatá;1
201506;05483 - Nariño;1
201504;05490 - Necoclí;1
201501;05495 - Nechí;1
201506;05495 - Nechí;1
201507;05495 - Nechí;1
201505;05541 - Peñol;1
201510;05541 - Peñol;1
201511;05543 - Peque;1
201506;05576 - Pueblorrico;1
201503;05579 - Puerto Berrío;1
201504;05579 - Puerto Berrío;1
201505;05579 - Puerto Berrío;1
201511;05579 - Puerto Berrío;1
201512;05579 - Puerto Berrío;1
201501;05615 - Rionegro;23
201502;05615 - Rionegro;14
201503;05615 - Rionegro;28
201504;05615 - Rionegro;24
201505;05615 - Rionegro;38
201506;05615 - Rionegro;34
201507;05615 - Rionegro;29
201508;05615 - Rionegro;27
201509;05615 - Rionegro;16
201510;05615 - Rionegro;24
201511;05615 - Rionegro;28
201512;05615 - Rionegro;21
201502;05631 - Sabaneta;3
201503;05631 - Sabaneta;1
201504;05631 - Sabaneta;4
