PeriodoNum;Municipio;CantidadPacientes
201301;05001 - Medellín;177
201302;05001 - Medellín;153
201303;05001 - Medellín;144
201304;05001 - Medellín;121
201305;05001 - Medellín;130
201306;05001 - Medellín;122
201307;05001 - Medellín;211
201308;05001 - Medellín;255
201309;05001 - Medellín;303
201310;05001 - Medellín;289
201311;05001 - Medellín;257
201312;05001 - Medellín;223
201302;05004 - Abriaquí;1
201309;05030 - Amagá;1
201312;05030 - Amagá;1
201303;05031 - Amalfi;1
201304;05034 - Andes;1
201307;05034 - Andes;2
201309;05034 - Andes;1
201303;05038 - Angostura;1
201306;05040 - Anorí;1
201306;05042 - Santafé De Antioquia;1
201309;05042 - Santafé De Antioquia;1
201311;05042 - Santafé De Antioquia;1
201301;05045 - Apartadó;8
201302;05045 - Apartadó;5
201303;05045 - Apartadó;8
201304;05045 - Apartadó;6
201305;05045 - Apartadó;3
201306;05045 - Apartadó;8
201307;05045 - Apartadó;5
201308;05045 - Apartadó;4
201309;05045 - Apartadó;3
201310;05045 - Apartadó;7
201311;05045 - Apartadó;3
201312;05045 - Apartadó;4
201306;05051 - Arboletes;1
201308;05051 - Arboletes;1
201309;05059 - Armenia;1
201301;05079 - Barbosa;1
201302;05079 - Barbosa;1
201305;05079 - Barbosa;1
201301;05088 - Bello;7
201302;05088 - Bello;9
201303;05088 - Bello;7
201304;05088 - Bello;15
201305;05088 - Bello;8
201306;05088 - Bello;5
201307;05088 - Bello;16
201308;05088 - Bello;23
201309;05088 - Bello;20
201310;05088 - Bello;25
201311;05088 - Bello;13
201312;05088 - Bello;13
201308;05101 - Ciudad Bolívar;1
201309;05101 - Ciudad Bolívar;1
201310;05101 - Ciudad Bolívar;1
201312;05101 - Ciudad Bolívar;1
201304;05120 - Cáceres;1
201301;05129 - Caldas;2
201302;05129 - Caldas;1
201303;05129 - Caldas;2
201304;05129 - Caldas;1
201305;05129 - Caldas;3
201309;05129 - Caldas;1
201311;05129 - Caldas;1
201304;05134 - Campamento;1
201309;05134 - Campamento;1
201311;05134 - Campamento;1
201309;05147 - Carepa;1
201311;05147 - Carepa;1
201307;05148 - El Carmen De Viboral;1
201309;05148 - El Carmen De Viboral;1
201311;05148 - El Carmen De Viboral;1
201312;05148 - El Carmen De Viboral;1
201301;05154 - Caucasia;1
201303;05154 - Caucasia;2
201304;05154 - Caucasia;1
201308;05154 - Caucasia;1
201309;05154 - Caucasia;3
201311;05154 - Caucasia;2
201312;05154 - Caucasia;1
201301;05172 - Chigorodó;1
201304;05172 - Chigorodó;1
201305;05172 - Chigorodó;1
201305;05190 - Cisneros;2
201310;05190 - Cisneros;1
201308;05197 - Cocorná;1
201307;05206 - Concepción;1
201308;05206 - Concepción;1
201311;05206 - Concepción;1
201301;05209 - Concordia;1
201301;05212 - Copacabana;1
201306;05212 - Copacabana;1
201310;05212 - Copacabana;1
201311;05212 - Copacabana;1
201305;05237 - Don Matías;1
201308;05237 - Don Matías;1
201309;05237 - Don Matías;3
201312;05237 - Don Matías;2
201308;05264 - Entrerrios;1
201301;05266 - Envigado;6
201302;05266 - Envigado;1
201303;05266 - Envigado;2
201304;05266 - Envigado;2
201305;05266 - Envigado;3
201306;05266 - Envigado;5
201307;05266 - Envigado;2
201308;05266 - Envigado;6
201309;05266 - Envigado;3
201310;05266 - Envigado;2
201311;05266 - Envigado;1
201312;05266 - Envigado;4
201308;05282 - Fredonia;1
201301;05308 - Girardota;1
201303;05308 - Girardota;1
201304;05308 - Girardota;1
201305;05308 - Girardota;2
201306;05308 - Girardota;3
201307;05308 - Girardota;1
201309;05308 - Girardota;1
201310;05308 - Girardota;2
201311;05308 - Girardota;1
201312;05308 - Girardota;1
201309;05310 - Gómez Plata;1
201310;05310 - Gómez Plata;2
201309;05313 - Granada;1
201305;05318 - Guarne;1
201308;05318 - Guarne;1
201312;05318 - Guarne;1
201307;05321 - Guatape;1
201310;05347 - Heliconia;1
201301;05360 - Itagui;2
201302;05360 - Itagui;5
201303;05360 - Itagui;1
201304;05360 - Itagui;6
201305;05360 - Itagui;7
201306;05360 - Itagui;5
201307;05360 - Itagui;13
201308;05360 - Itagui;5
201309;05360 - Itagui;7
201310;05360 - Itagui;5
201311;05360 - Itagui;1
201312;05360 - Itagui;2
