PeriodoNum;Departamento;CantidadPacientes
201912;66 - Risaralda;62
201901;68 - Santander;80
201902;68 - Santander;88
201903;68 - Santander;104
201904;68 - Santander;94
201905;68 - Santander;141
201906;68 - Santander;128
201907;68 - Santander;155
201908;68 - Santander;163
201909;68 - Santander;161
201910;68 - Santander;152
201911;68 - Santander;171
201912;68 - Santander;123
201901;70 - Sucre;37
201902;70 - Sucre;20
201903;70 - Sucre;29
201904;70 - Sucre;41
201905;70 - Sucre;38
201906;70 - Sucre;30
201907;70 - Sucre;109
201908;70 - Sucre;108
201909;70 - Sucre;108
201910;70 - Sucre;72
201911;70 - Sucre;54
201912;70 - Sucre;118
201901;73 - Tolima;69
201902;73 - Tolima;56
201903;73 - Tolima;59
201904;73 - Tolima;44
201905;73 - Tolima;44
201906;73 - Tolima;45
201907;73 - Tolima;67
201908;73 - Tolima;64
201909;73 - Tolima;64
201910;73 - Tolima;66
201911;73 - Tolima;71
201912;73 - Tolima;74
201901;76 - Valle del Cauca;300
201902;76 - Valle del Cauca;312
201903;76 - Valle del Cauca;367
201904;76 - Valle del Cauca;315
201905;76 - Valle del Cauca;355
201906;76 - Valle del Cauca;387
201907;76 - Valle del Cauca;373
201908;76 - Valle del Cauca;332
201909;76 - Valle del Cauca;361
201910;76 - Valle del Cauca;404
201911;76 - Valle del Cauca;359
201912;76 - Valle del Cauca;327
201901;81 - Arauca;7
201902;81 - Arauca;11
201903;81 - Arauca;5
201904;81 - Arauca;8
201905;81 - Arauca;5
201906;81 - Arauca;5
201907;81 - Arauca;7
201908;81 - Arauca;7
201909;81 - Arauca;7
201910;81 - Arauca;7
201911;81 - Arauca;9
201912;81 - Arauca;4
201901;85 - Casanare;11
201902;85 - Casanare;10
201903;85 - Casanare;6
201904;85 - Casanare;4
201905;85 - Casanare;18
201906;85 - Casanare;11
201907;85 - Casanare;18
201908;85 - Casanare;9
201909;85 - Casanare;12
201910;85 - Casanare;19
201911;85 - Casanare;21
201912;85 - Casanare;8
201901;86 - Putumayo;6
201902;86 - Putumayo;4
201903;86 - Putumayo;7
201904;86 - Putumayo;5
201905;86 - Putumayo;5
201906;86 - Putumayo;5
201907;86 - Putumayo;1
201908;86 - Putumayo;3
201909;86 - Putumayo;4
201910;86 - Putumayo;7
201911;86 - Putumayo;5
201912;86 - Putumayo;2
201905;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;3
201907;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201908;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201909;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;4
201910;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201911;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201912;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201904;91 - Amazonas;1
201905;91 - Amazonas;1
201906;91 - Amazonas;2
201909;91 - Amazonas;1
201912;91 - Amazonas;1
201902;94 - Guainía;1
201904;94 - Guainía;2
201905;94 - Guainía;1
201908;94 - Guainía;1
201909;94 - Guainía;1
201911;94 - Guainía;2
201903;95 - Guaviare;1
201905;95 - Guaviare;3
201908;95 - Guaviare;2
201911;95 - Guaviare;2
201912;95 - Guaviare;2
201908;99 - Vichada;1
201910;99 - Vichada;1
201901;-1 - NO DEFINIDO;2
201902;-1 - NO DEFINIDO;35
201903;-1 - NO DEFINIDO;30
201904;-1 - NO DEFINIDO;37
201905;-1 - NO DEFINIDO;45
201906;-1 - NO DEFINIDO;55
201907;-1 - NO DEFINIDO;57
201908;-1 - NO DEFINIDO;49
201911;-1 - NO DEFINIDO;38
201912;-1 - NO DEFINIDO;31
