PeriodoNum;Departamento;CantidadPacientes
201309;25 - Cundinamarca;44
201310;25 - Cundinamarca;35
201311;25 - Cundinamarca;31
201312;25 - Cundinamarca;24
201301;27 - Chocó;1
201302;27 - Chocó;1
201303;27 - Chocó;1
201308;27 - Chocó;4
201309;27 - Chocó;1
201312;27 - Chocó;3
201301;41 - Huila;27
201302;41 - Huila;23
201303;41 - Huila;26
201304;41 - Huila;34
201305;41 - Huila;33
201306;41 - Huila;33
201307;41 - Huila;35
201308;41 - Huila;35
201309;41 - Huila;50
201310;41 - Huila;41
201311;41 - Huila;34
201312;41 - Huila;12
201301;44 - La Guajira;6
201302;44 - La Guajira;3
201303;44 - La Guajira;6
201304;44 - La Guajira;2
201305;44 - La Guajira;7
201306;44 - La Guajira;2
201307;44 - La Guajira;2
201308;44 - La Guajira;1
201309;44 - La Guajira;3
201310;44 - La Guajira;5
201311;44 - La Guajira;7
201312;44 - La Guajira;3
201301;47 - Magdalena;20
201302;47 - Magdalena;22
201303;47 - Magdalena;18
201304;47 - Magdalena;22
201305;47 - Magdalena;14
201306;47 - Magdalena;16
201307;47 - Magdalena;29
201308;47 - Magdalena;19
201309;47 - Magdalena;28
201310;47 - Magdalena;24
201311;47 - Magdalena;9
201312;47 - Magdalena;25
201301;50 - Meta;14
201302;50 - Meta;21
201303;50 - Meta;16
201304;50 - Meta;36
201305;50 - Meta;21
201306;50 - Meta;20
201307;50 - Meta;26
201308;50 - Meta;22
201309;50 - Meta;23
201310;50 - Meta;25
201311;50 - Meta;18
201312;50 - Meta;21
201301;52 - Nariño;52
201302;52 - Nariño;70
201303;52 - Nariño;62
201304;52 - Nariño;60
201305;52 - Nariño;46
201306;52 - Nariño;57
201307;52 - Nariño;53
201308;52 - Nariño;43
201309;52 - Nariño;39
201310;52 - Nariño;54
201311;52 - Nariño;50
201312;52 - Nariño;62
201301;54 - Norte de Santander;33
201302;54 - Norte de Santander;18
201303;54 - Norte de Santander;26
201304;54 - Norte de Santander;29
201305;54 - Norte de Santander;29
201306;54 - Norte de Santander;22
201307;54 - Norte de Santander;36
201308;54 - Norte de Santander;42
201309;54 - Norte de Santander;53
201310;54 - Norte de Santander;44
201311;54 - Norte de Santander;31
201312;54 - Norte de Santander;22
201301;63 - Quindio;18
201302;63 - Quindio;17
201303;63 - Quindio;20
201304;63 - Quindio;23
201305;63 - Quindio;15
201306;63 - Quindio;11
201307;63 - Quindio;21
201308;63 - Quindio;17
201309;63 - Quindio;22
201310;63 - Quindio;20
201311;63 - Quindio;12
201312;63 - Quindio;16
201301;66 - Risaralda;56
201302;66 - Risaralda;39
201303;66 - Risaralda;57
201304;66 - Risaralda;60
201305;66 - Risaralda;52
201306;66 - Risaralda;38
201307;66 - Risaralda;60
201308;66 - Risaralda;48
201309;66 - Risaralda;39
201310;66 - Risaralda;56
201311;66 - Risaralda;40
201312;66 - Risaralda;43
201301;68 - Santander;45
201302;68 - Santander;39
201303;68 - Santander;36
201304;68 - Santander;40
201305;68 - Santander;34
201306;68 - Santander;40
201307;68 - Santander;35
201308;68 - Santander;46
201309;68 - Santander;38
201310;68 - Santander;30
201311;68 - Santander;34
201312;68 - Santander;38
201301;70 - Sucre;23
201302;70 - Sucre;23
201303;70 - Sucre;20
201304;70 - Sucre;19
201305;70 - Sucre;15
201306;70 - Sucre;12
201307;70 - Sucre;28
201308;70 - Sucre;27
201309;70 - Sucre;19
201310;70 - Sucre;24
201311;70 - Sucre;24
201312;70 - Sucre;18
201301;73 - Tolima;32
201302;73 - Tolima;25
201303;73 - Tolima;26
201304;73 - Tolima;28
201305;73 - Tolima;16
201306;73 - Tolima;16
201307;73 - Tolima;22
201308;73 - Tolima;28
201309;73 - Tolima;25
201310;73 - Tolima;30
201311;73 - Tolima;31
201312;73 - Tolima;23
201301;76 - Valle del Cauca;203
201302;76 - Valle del Cauca;210
201303;76 - Valle del Cauca;226
201304;76 - Valle del Cauca;227
201305;76 - Valle del Cauca;160
201306;76 - Valle del Cauca;176
201307;76 - Valle del Cauca;175
201308;76 - Valle del Cauca;177
201309;76 - Valle del Cauca;182
201310;76 - Valle del Cauca;153
201311;76 - Valle del Cauca;145
201312;76 - Valle del Cauca;121
201301;81 - Arauca;1
201303;81 - Arauca;2
201304;81 - Arauca;4
201305;81 - Arauca;3
201306;81 - Arauca;7
201307;81 - Arauca;2
201308;81 - Arauca;5
201309;81 - Arauca;5
201310;81 - Arauca;7
201311;81 - Arauca;3
201312;81 - Arauca;2
201301;85 - Casanare;2
201302;85 - Casanare;3
201303;85 - Casanare;2
201304;85 - Casanare;5
201305;85 - Casanare;2
201306;85 - Casanare;3
201307;85 - Casanare;2
201309;85 - Casanare;2
201311;85 - Casanare;3
201312;85 - Casanare;2
201302;86 - Putumayo;1
201303;86 - Putumayo;2
201304;86 - Putumayo;1
201306;86 - Putumayo;2
201307;86 - Putumayo;2
201308;86 - Putumayo;2
201309;86 - Putumayo;1
201310;86 - Putumayo;2
201312;86 - Putumayo;1
201303;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201302;91 - Amazonas;1
201303;91 - Amazonas;1
201304;91 - Amazonas;1
201310;94 - Guainía;1
201301;95 - Guaviare;2
201302;95 - Guaviare;1
201307;95 - Guaviare;1
201308;95 - Guaviare;1
201309;95 - Guaviare;1
201311;95 - Guaviare;1
201308;99 - Vichada;1
201309;99 - Vichada;1
201301;-1 - NO DEFINIDO;36
201302;-1 - NO DEFINIDO;24
201303;-1 - NO DEFINIDO;29
201304;-1 - NO DEFINIDO;35
201305;-1 - NO DEFINIDO;27
201306;-1 - NO DEFINIDO;24
201307;-1 - NO DEFINIDO;30
201308;-1 - NO DEFINIDO;32
201309;-1 - NO DEFINIDO;15
201310;-1 - NO DEFINIDO;42
201311;-1 - NO DEFINIDO;15
201312;-1 - NO DEFINIDO;26
