PeriodoNum;Departamento;CantidadPacientes
202003;52 - Nariño;112
202004;52 - Nariño;61
202005;52 - Nariño;89
202006;52 - Nariño;71
202007;52 - Nariño;51
202008;52 - Nariño;101
202009;52 - Nariño;108
202010;52 - Nariño;127
202011;52 - Nariño;115
202012;52 - Nariño;76
202001;54 - Norte de Santander;107
202002;54 - Norte de Santander;77
202003;54 - Norte de Santander;69
202004;54 - Norte de Santander;40
202005;54 - Norte de Santander;60
202006;54 - Norte de Santander;58
202007;54 - Norte de Santander;51
202008;54 - Norte de Santander;51
202009;54 - Norte de Santander;56
202010;54 - Norte de Santander;53
202011;54 - Norte de Santander;32
202012;54 - Norte de Santander;37
202001;63 - Quindio;87
202002;63 - Quindio;75
202003;63 - Quindio;50
202004;63 - Quindio;45
202005;63 - Quindio;55
202006;63 - Quindio;65
202007;63 - Quindio;55
202008;63 - Quindio;57
202009;63 - Quindio;76
202010;63 - Quindio;64
202011;63 - Quindio;45
202012;63 - Quindio;41
202001;66 - Risaralda;99
202002;66 - Risaralda;88
202003;66 - Risaralda;58
202004;66 - Risaralda;43
202005;66 - Risaralda;53
202006;66 - Risaralda;70
202007;66 - Risaralda;65
202008;66 - Risaralda;49
202009;66 - Risaralda;83
202010;66 - Risaralda;70
202011;66 - Risaralda;55
202012;66 - Risaralda;62
202001;68 - Santander;150
202002;68 - Santander;146
202003;68 - Santander;128
202004;68 - Santander;107
202005;68 - Santander;104
202006;68 - Santander;120
202007;68 - Santander;83
202008;68 - Santander;110
202009;68 - Santander;134
202010;68 - Santander;131
202011;68 - Santander;125
202012;68 - Santander;110
202001;70 - Sucre;164
202002;70 - Sucre;102
202003;70 - Sucre;31
202004;70 - Sucre;60
202005;70 - Sucre;67
202006;70 - Sucre;52
202007;70 - Sucre;12
202008;70 - Sucre;16
202009;70 - Sucre;38
202010;70 - Sucre;47
202011;70 - Sucre;38
202012;70 - Sucre;14
202001;73 - Tolima;82
202002;73 - Tolima;67
202003;73 - Tolima;60
202004;73 - Tolima;50
202005;73 - Tolima;60
202006;73 - Tolima;59
202007;73 - Tolima;49
202008;73 - Tolima;54
202009;73 - Tolima;79
202010;73 - Tolima;71
202011;73 - Tolima;73
202012;73 - Tolima;39
202001;76 - Valle del Cauca;444
202002;76 - Valle del Cauca;412
202003;76 - Valle del Cauca;304
202004;76 - Valle del Cauca;204
202005;76 - Valle del Cauca;231
202006;76 - Valle del Cauca;222
202007;76 - Valle del Cauca;190
202008;76 - Valle del Cauca;331
202009;76 - Valle del Cauca;374
202010;76 - Valle del Cauca;330
202011;76 - Valle del Cauca;316
202012;76 - Valle del Cauca;194
202001;81 - Arauca;13
202002;81 - Arauca;13
202003;81 - Arauca;11
202004;81 - Arauca;1
202005;81 - Arauca;8
202006;81 - Arauca;9
202007;81 - Arauca;4
202008;81 - Arauca;5
202009;81 - Arauca;7
202010;81 - Arauca;11
202011;81 - Arauca;6
202012;81 - Arauca;2
202001;85 - Casanare;4
202002;85 - Casanare;8
202003;85 - Casanare;7
202004;85 - Casanare;2
202005;85 - Casanare;5
202006;85 - Casanare;4
202007;85 - Casanare;16
202008;85 - Casanare;10
202009;85 - Casanare;7
202010;85 - Casanare;10
202011;85 - Casanare;7
202012;85 - Casanare;2
202001;86 - Putumayo;7
202002;86 - Putumayo;12
202003;86 - Putumayo;6
202004;86 - Putumayo;3
202005;86 - Putumayo;3
202006;86 - Putumayo;6
202007;86 - Putumayo;1
202008;86 - Putumayo;7
202009;86 - Putumayo;6
202010;86 - Putumayo;11
202011;86 - Putumayo;5
202012;86 - Putumayo;2
202001;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
202002;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;8
202004;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
202005;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
202006;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;5
202008;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;4
202009;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
202010;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;4
202011;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
202012;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
202001;91 - Amazonas;1
202006;91 - Amazonas;1
202009;91 - Amazonas;3
202010;91 - Amazonas;2
202011;91 - Amazonas;1
202012;91 - Amazonas;1
202001;94 - Guainía;1
202002;94 - Guainía;1
202001;95 - Guaviare;1
202002;95 - Guaviare;1
202003;95 - Guaviare;1
202004;95 - Guaviare;2
202006;95 - Guaviare;2
202007;95 - Guaviare;2
202010;97 - Vaupés;1
202011;97 - Vaupés;1
202009;99 - Vichada;1
202011;99 - Vichada;1
202001;-1 - NO DEFINIDO;32
202002;-1 - NO DEFINIDO;1
202004;-1 - NO DEFINIDO;36
202005;-1 - NO DEFINIDO;23
202006;-1 - NO DEFINIDO;37
202007;-1 - NO DEFINIDO;48
202008;-1 - NO DEFINIDO;1
202009;-1 - NO DEFINIDO;45
202010;-1 - NO DEFINIDO;49
202011;-1 - NO DEFINIDO;49
202012;-1 - NO DEFINIDO;1
