PeriodoNum;Departamento;CantidadPacientes
201712;44 - La Guajira;15
201701;47 - Magdalena;14
201702;47 - Magdalena;17
201703;47 - Magdalena;10
201704;47 - Magdalena;17
201705;47 - Magdalena;22
201706;47 - Magdalena;19
201707;47 - Magdalena;21
201708;47 - Magdalena;19
201709;47 - Magdalena;18
201710;47 - Magdalena;18
201711;47 - Magdalena;18
201712;47 - Magdalena;11
201701;50 - Meta;12
201702;50 - Meta;2
201703;50 - Meta;10
201704;50 - Meta;15
201705;50 - Meta;15
201706;50 - Meta;14
201707;50 - Meta;24
201708;50 - Meta;19
201709;50 - Meta;23
201710;50 - Meta;29
201711;50 - Meta;26
201712;50 - Meta;15
201701;52 - Nariño;86
201702;52 - Nariño;122
201703;52 - Nariño;88
201704;52 - Nariño;100
201705;52 - Nariño;107
201706;52 - Nariño;115
201707;52 - Nariño;131
201708;52 - Nariño;156
201709;52 - Nariño;148
201710;52 - Nariño;148
201711;52 - Nariño;137
201712;52 - Nariño;91
201701;54 - Norte de Santander;17
201702;54 - Norte de Santander;44
201703;54 - Norte de Santander;13
201704;54 - Norte de Santander;34
201705;54 - Norte de Santander;44
201706;54 - Norte de Santander;55
201707;54 - Norte de Santander;59
201708;54 - Norte de Santander;59
201709;54 - Norte de Santander;66
201710;54 - Norte de Santander;53
201711;54 - Norte de Santander;47
201712;54 - Norte de Santander;46
201701;63 - Quindio;6
201702;63 - Quindio;9
201703;63 - Quindio;10
201704;63 - Quindio;17
201705;63 - Quindio;22
201706;63 - Quindio;29
201707;63 - Quindio;37
201708;63 - Quindio;41
201709;63 - Quindio;54
201710;63 - Quindio;49
201711;63 - Quindio;37
201712;63 - Quindio;30
201701;66 - Risaralda;25
201702;66 - Risaralda;12
201703;66 - Risaralda;17
201704;66 - Risaralda;15
201705;66 - Risaralda;41
201706;66 - Risaralda;42
201707;66 - Risaralda;47
201708;66 - Risaralda;62
201709;66 - Risaralda;71
201710;66 - Risaralda;74
201711;66 - Risaralda;69
201712;66 - Risaralda;55
201701;68 - Santander;47
201702;68 - Santander;58
201703;68 - Santander;48
201704;68 - Santander;37
201705;68 - Santander;54
201706;68 - Santander;65
201707;68 - Santander;47
201708;68 - Santander;48
201709;68 - Santander;45
201710;68 - Santander;75
201711;68 - Santander;60
201712;68 - Santander;55
201701;70 - Sucre;14
201702;70 - Sucre;24
201703;70 - Sucre;29
201704;70 - Sucre;21
201705;70 - Sucre;25
201706;70 - Sucre;33
201707;70 - Sucre;34
201708;70 - Sucre;35
201709;70 - Sucre;38
201710;70 - Sucre;28
201711;70 - Sucre;27
201712;70 - Sucre;31
201701;73 - Tolima;25
201702;73 - Tolima;19
201703;73 - Tolima;26
201704;73 - Tolima;18
201705;73 - Tolima;51
201706;73 - Tolima;40
201707;73 - Tolima;39
201708;73 - Tolima;39
201709;73 - Tolima;49
201710;73 - Tolima;51
201711;73 - Tolima;44
201712;73 - Tolima;57
201701;76 - Valle del Cauca;163
201702;76 - Valle del Cauca;165
201703;76 - Valle del Cauca;212
201704;76 - Valle del Cauca;195
201705;76 - Valle del Cauca;265
201706;76 - Valle del Cauca;278
201707;76 - Valle del Cauca;221
201708;76 - Valle del Cauca;246
201709;76 - Valle del Cauca;230
201710;76 - Valle del Cauca;288
201711;76 - Valle del Cauca;265
201712;76 - Valle del Cauca;189
201701;81 - Arauca;3
201702;81 - Arauca;1
201703;81 - Arauca;2
201704;81 - Arauca;3
201705;81 - Arauca;12
201706;81 - Arauca;5
201707;81 - Arauca;8
201708;81 - Arauca;8
201709;81 - Arauca;7
201710;81 - Arauca;9
201711;81 - Arauca;7
201712;81 - Arauca;9
201701;85 - Casanare;11
201702;85 - Casanare;1
201703;85 - Casanare;11
201704;85 - Casanare;7
201705;85 - Casanare;11
201706;85 - Casanare;7
201707;85 - Casanare;8
201708;85 - Casanare;10
201709;85 - Casanare;4
201710;85 - Casanare;5
201711;85 - Casanare;15
201712;85 - Casanare;13
201701;86 - Putumayo;3
201702;86 - Putumayo;2
201703;86 - Putumayo;1
201704;86 - Putumayo;2
201705;86 - Putumayo;9
201706;86 - Putumayo;3
201707;86 - Putumayo;5
201708;86 - Putumayo;5
201709;86 - Putumayo;4
201710;86 - Putumayo;4
201711;86 - Putumayo;4
201712;86 - Putumayo;2
201702;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201703;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201704;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201705;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201706;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;3
201707;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201708;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;2
201709;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;3
201711;88 - Archipiélago de San Andrés, Providencia y Santa Catalina;1
201703;91 - Amazonas;1
201704;91 - Amazonas;1
201705;91 - Amazonas;1
201709;91 - Amazonas;1
201702;94 - Guainía;1
201708;99 - Vichada;1
201712;99 - Vichada;1
201701;-1 - NO DEFINIDO;35
201702;-1 - NO DEFINIDO;15
201703;-1 - NO DEFINIDO;20
201704;-1 - NO DEFINIDO;32
201705;-1 - NO DEFINIDO;45
201706;-1 - NO DEFINIDO;44
201707;-1 - NO DEFINIDO;22
201708;-1 - NO DEFINIDO;14
201709;-1 - NO DEFINIDO;4
